language,fname,mname,lname,DOB,street,postal_code,city,state,country_code,drivers_license,ss,occupation,phone_home,phone_biz,phone_contact,phone_cell,status,contact_relationship,date,sex,email,email_direct,ethnoracial,race,ethnicity,religion,family_size,monthly_income,homeless,pid,county,sexual_orientation,gender_identity,street_line_2,preferred_name,nationality_country
Español,Danna,Fernanda,EPIGMENIO,1958-05-04,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC292324951,54418306830,Cuidador de animales,+52(664)2007316,+52(664)1886082,+52(664)4559553,+52(664)4186044,UniÃ³n libre,,2019-10-23,Female,juanapadilla@gmail.com,juanapadilla@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Cinco,29637,Verdadero,491,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Danna,México
Español,Juana,Romina,PE%A,1986-05-11,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC374843404,16356803086,Juez,+52(664)5868047,+52(664)3544067,+52(664)9520246,+52(664)4572332,Viud@,,2017-09-20,Rather not say,xalvarado@hotmail.com,xalvarado@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,492,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Juana,México
Español,Constanza,Gabriela,ARELLANES,1949-09-07,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC538774644,72908603573,Profesional de nivel medio de partería,+52(664)2939202,+52(664)1267102,+52(664)6799865,+52(664)8818386,UniÃ³n libre,,2010-01-09,Female,maria-teresa08@hotmail.com,maria-teresa08@hotmail.com,Indígena,Indígena,Indígena,Otras religiones,Tres,29637,Verdadero,493,Tijuana,Bisexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Gabriela,México
Español,Luis,Gael,LOS,1993-01-16,PARÍS1650,22054,Tijuana,Baja California,MEX,BC833527623,19563371533,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,+52(664)7401408,+52(664)8551118,+52(664)5012494,+52(664)8688030,Divorciad@,,2006-06-02,Male,mitzyreyna@gmail.com,mitzyreyna@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,494,Tijuana,Bisexual,Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Luis,México
Español,Dilan,Matias,RENOVA,1982-04-11,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC477288119,18248672117,Expendedor de gasolineras,+52(664)2322612,+52(664)9772758,+52(664)9145127,+52(664)9607300,Casad@,,2015-07-14,Male,barbara15@yahoo.com,barbara15@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Tres,29637,Verdadero,495,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN DEL PADRE,Matias,México
Español,Marco,Luciano,HUET,1978-04-28,PARÍS1650,22054,Tijuana,Baja California,MEX,BC539887229,04444146445,Jefe de pequeñas poblaciones,+52(664)5813036,+52(664)2625833,+52(664)9849100,+52(664)9478402,Separad@ legalmente,,2024-02-14,Rather not say,cesar01@gmail.com,cesar01@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Tres,29637,Falso,496,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Luciano,México
Español,Abdiel,Victor,NOLASCO,1997-08-05,PARÍS1650,22054,Tijuana,Baja California,MEX,BC734895726,97169829419,"Gerente de centros deportivos, de esparcimiento y culturales",+52(664)4344808,+52(664)3567437,+52(664)1565234,+52(664)9135212,Viud@,,2010-03-05,Male,gespinal@hotmail.com,gespinal@hotmail.com,Indígena,Indígena,Indígena,Católica,Cinco,29637,Falso,497,Tijuana,Bisexual,Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Abdiel,México
Español,Fernanda,Valentina,YOSHINO,2000-05-07,PARÍS1650,22054,Tijuana,Baja California,MEX,BC748932818,89516681957,Ingeniero medioambiental,+52(664)8324909,+52(664)7757582,+52(664)1762322,+52(664)4747571,Viud@,,2010-07-16,Female,nunezfelipe@hotmail.com,nunezfelipe@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Falso,498,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Fernanda,México
Español,Paulina,Magali,TONACATL,1958-02-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC724229795,77241487238,Agricultor,+52(664)6428771,+52(664)9831599,+52(664)4402079,+52(664)5744603,UniÃ³n libre,,2017-03-14,Rather not say,ncenteno@hotmail.com,ncenteno@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cinco,29637,Falso,499,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Magali,México
Español,Yamileth,Ines,CARRIZAL,1976-02-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC298744981,52396016454,Conductor de taxis,+52(664)3362946,+52(664)9718952,+52(664)4737908,+52(664)2934879,Divorciad@,,2008-10-18,Female,noeliabriones@hotmail.com,noeliabriones@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Verdadero,500,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Yamileth,México
Español,Jade,Lia,SANTISTEBAN,1951-10-31,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC148390442,70158183569,Profesional de partería,+52(664)8195916,+52(664)7813351,+52(664)8252729,+52(664)4134051,Solter@,,2000-02-28,Female,estela38@gmail.com,estela38@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Tres,29637,Falso,501,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Jade,México
Español,Samara,Isabella,SUSANA,1978-08-10,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC245208871,76234243939,Agente inmobiliario,+52(664)7294295,+52(664)8438064,+52(664)7601363,+52(664)7369593,Casad@,,2008-07-07,Female,gmontemayor@hotmail.com,gmontemayor@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Cuatro,29637,Falso,502,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Isabella,México
Español,Erik,Juan,MONTIEL,1960-06-22,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC165902409,57191568609,Fabricante de instrumentos musicales,+52(664)9764088,+52(664)4700500,+52(664)6943483,+52(664)9192085,Casad@,,2020-11-02,Male,carreongerardo@gmail.com,carreongerardo@gmail.com,Indígena,Indígena,Indígena,Otras religiones,Cinco,29637,Falso,503,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Erik,México
Español,Luz,Allison,ONGAY,1956-08-10,PARÍS1650,22054,Tijuana,Baja California,MEX,BC713421621,70445246492,Gestor de aduana,+52(664)7996154,+52(664)6705160,+52(664)1625608,+52(664)3343743,UniÃ³n libre,,2007-09-21,Female,pedro77@hotmail.com,pedro77@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Cuatro,29637,Verdadero,504,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Luz,México
Español,Matias,Gael,JUANCHI,1958-05-25,PARÍS1650,22054,Tijuana,Baja California,MEX,BC292966405,09048333927,Marinero de cubierta,+52(664)7010259,+52(664)2296107,+52(664)1049950,+52(664)5594109,Casad@,,2022-07-21,Male,stafoya@gmail.com,stafoya@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Otras religiones,Cuatro,29637,Verdadero,505,Tijuana,Bisexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Matias,México
Español,Isaac,Alexander,RUFINO,1976-10-02,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC530351028,90732891842,Director de servicios de bienestar social,+52(664)6315593,+52(664)6737386,+52(664)3530449,+52(664)2759078,Viud@,,2003-02-03,Male,aurelio39@hotmail.com,aurelio39@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Cinco,29637,Falso,506,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Isaac,México
Español,Jose,Jose,ROSSELL,1988-10-15,PARÍS1650,22054,Tijuana,Baja California,MEX,BC654797431,02839583768,Pescador de agua dulce y en aguas costeras,+52(664)2709789,+52(664)5902450,+52(664)2057585,+52(664)7624400,Casad@,,2010-10-30,Rather not say,susana58@hotmail.com,susana58@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Falso,507,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Jose,México
Español,Liam,Daniel,NU?EZ,1962-08-30,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC412722116,60128811720,Locutor de radio,+52(664)9814034,+52(664)1867799,+52(664)8851876,+52(664)5266825,Casad@,,2020-10-30,Rather not say,tapiagabriela@yahoo.com,tapiagabriela@yahoo.com,Indígena,Indígena,Indígena,Católica,Tres,29637,Falso,508,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Daniel,México
Español,Maria,Celeste,ANGELA,1946-06-25,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC729131288,63937096129,Moldeador y machero,+52(664)5474270,+52(664)7103267,+52(664)6605265,+52(664)6385026,Separad@ legalmente,,2024-06-17,Female,helenagalindo@hotmail.com,helenagalindo@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Otras religiones,Cinco,29637,Falso,509,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Celeste,México
Español,Gael,Dylan,ALCORTA,2001-12-24,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC593098252,51587103675,Mecánico y reparador de máquinas agrícolas e industriales,+52(664)4828736,+52(664)5441585,+52(664)9798029,+52(664)3532686,Solter@,,2006-02-21,Rather not say,ana-mariamoya@gmail.com,ana-mariamoya@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,510,Tijuana,Bisexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Gael,México
Español,Roberto,Zaid,VILLENA,1944-10-23,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC140472004,50007970853,Trabajador de cuidados personales en instituciones,+52(664)4923590,+52(664)7850839,+52(664)4408741,+52(664)2990594,Casad@,,2016-08-07,Male,chaconserafin@yahoo.com,chaconserafin@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Tres,29637,Verdadero,511,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Roberto,México
Español,Aitana,Mia,CU,1974-04-27,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC450529979,30716704702,Tapicero,+52(664)4499851,+52(664)6336966,+52(664)6912995,+52(664)2913630,Viud@,,2022-07-16,Female,bvillegas@yahoo.com,bvillegas@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Tres,29637,Verdadero,512,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Aitana,México
Español,Guadalupe,Kailani,ERASTO,2003-02-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC713449992,81628096893,Peluqueros,+52(664)1557508,+52(664)7515784,+52(664)4315596,+52(664)8395642,Solter@,,2004-12-21,Female,abregoguillermina@yahoo.com,abregoguillermina@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Tres,29637,Falso,513,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Kailani,México
Español,Samara,Sofia,ENCINOS,1947-06-09,PARÍS1650,22054,Tijuana,Baja California,MEX,BC174039188,92493278037,Tronzador,+52(664)7278566,+52(664)7045052,+52(664)4534864,+52(664)6050832,UniÃ³n libre,,2011-12-19,Female,jose-luistrevino@hotmail.com,jose-luistrevino@hotmail.com,Indígena,Indígena,Indígena,Otras religiones,Cuatro,29637,Verdadero,514,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Samara,México
Español,Alexander,Jesus,VIZUET,1955-08-07,PARÍS1650,22054,Tijuana,Baja California,MEX,BC022760825,05136021184,Director de ventas y comercialización,+52(664)7630492,+52(664)6768209,+52(664)5190734,+52(664)6736283,Viud@,,2007-01-10,Rather not say,omar93@hotmail.com,omar93@hotmail.com,Indígena,Indígena,Indígena,Católica,Cinco,29637,Verdadero,515,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Alexander,México
Español,Maria,Alejandra,MOYO,2002-12-14,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC794286325,92448639093,Ingeniero en telecomunicaciones,+52(664)9561785,+52(664)9739312,+52(664)8055372,+52(664)8695229,Casad@,,2013-01-06,Female,silviarendon@yahoo.com,silviarendon@yahoo.com,Indígena,Indígena,Indígena,Sin religión,Tres,29637,Verdadero,516,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Maria,México
Español,Jesus,Aldo,RECIO,1946-01-24,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC970581749,28852703876,"Técnico en galerías de arte, museos y bibliotecas",+52(664)7322276,+52(664)3647470,+52(664)6394128,+52(664)9936684,UniÃ³n libre,,2002-06-23,Male,alonso84@gmail.com,alonso84@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Tres,29637,Verdadero,517,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Jesus,México
Español,Raquel,Lia,SARMIENTO,1963-06-24,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC060839786,49402959354,Inspector de la salud laboral,+52(664)5031242,+52(664)2311938,+52(664)4046820,+52(664)7744193,Divorciad@,,2012-08-03,Female,msandoval@yahoo.com,msandoval@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cinco,29637,Verdadero,518,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN DEL PADRE,Raquel,México
Español,Itzayana,Maria,VALERDI,2001-05-23,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC828778861,12355454195,Técnico en química industrial,+52(664)3708959,+52(664)4454382,+52(664)5149594,+52(664)8275718,Separad@ legalmente,,2010-11-29,Female,gloria78@hotmail.com,gloria78@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Falso,519,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Itzayana,México
Español,Adrian,Luis,LEONARDO,1976-03-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC586537666,99561853799,Escritor,+52(664)9513832,+52(664)2533808,+52(664)9629493,+52(664)5827519,Casad@,,2016-08-26,Rather not say,micaela84@yahoo.com,micaela84@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Verdadero,520,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Adrian,México
Español,Caleb,Carlos,LLAVEN,2002-04-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC769899465,38930751342,Peletero,+52(664)8331212,+52(664)8311508,+52(664)3611838,+52(664)8766164,Separad@ legalmente,,2007-10-01,Male,xaguayo@gmail.com,xaguayo@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Cuatro,29637,Verdadero,521,Tijuana,Bisexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Carlos,México
Español,Denisse,Astrid,MUTHE,1948-11-04,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC967728488,44436627465,Director de industrias manufactureras,+52(664)3600248,+52(664)4531370,+52(664)4226628,+52(664)1434138,Viud@,,2004-02-02,Female,emilia39@hotmail.com,emilia39@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Verdadero,522,Tijuana,Bisexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Denisse,México
Español,Liam,Gerardo,FOSTER,1961-01-15,PARÍS1650,22054,Tijuana,Baja California,MEX,BC559710139,62694366857,Operador de máquinas de procesamiento de texto y mecanógrafos,+52(664)2612607,+52(664)7108026,+52(664)8274713,+52(664)7542246,Separad@ legalmente,,2020-04-12,Male,sessa54@gmail.com,sessa54@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Verdadero,523,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Gerardo,México
Español,Victoria,Guadalupe,FLETES,1980-10-23,PARÍS1650,22054,Tijuana,Baja California,MEX,BC580617854,82259896981,Ingeniero medioambiental,+52(664)8818199,+52(664)5762665,+52(664)2445235,+52(664)7604859,UniÃ³n libre,,2008-07-09,Female,silviacarmona@gmail.com,silviacarmona@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Verdadero,524,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Victoria,México
Español,Emiliano,Angel,MALERVA,1997-06-15,PARÍS1650,22054,Tijuana,Baja California,MEX,BC074861241,87189040972,Deshollinador,+52(664)4589151,+52(664)4982746,+52(664)2452607,+52(664)5291676,Viud@,,2013-03-26,Male,guillermo41@yahoo.com,guillermo41@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Verdadero,525,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Angel,México
Español,Maria,Ariana,MORGAN,1981-10-28,PARÍS1650,22054,Tijuana,Baja California,MEX,BC881026261,16160907693,Gestor de aduana,+52(664)3838820,+52(664)1368415,+52(664)6095891,+52(664)6746261,Separad@,,2013-12-10,Female,vesquibel@gmail.com,vesquibel@gmail.com,Indígena,Indígena,Indígena,Sin religión,Cinco,29637,Verdadero,526,Tijuana,Bisexual,Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Maria,México
Español,Elizabeth,Marisol,LOPEZ PORTILLO,1976-12-25,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC941081364,44017572585,Director de explotaciones de minería,+52(664)9544703,+52(664)6680167,+52(664)7008345,+52(664)5127873,Casad@,,2015-06-30,Female,conchita52@gmail.com,conchita52@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cinco,29637,Falso,527,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Elizabeth,México
Español,Angel,Lucca,PRIMO,1970-06-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC931766670,85095321171,Diseñador multimedia,+52(664)6328800,+52(664)5276359,+52(664)8587027,+52(664)5880345,Divorciad@,,2007-12-04,Male,parraflavio@hotmail.com,parraflavio@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Tres,29637,Falso,528,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Lucca,México
Español,Sarah,Katherine,SAPIEN,1946-08-30,PARÍS1650,22054,Tijuana,Baja California,MEX,BC982924000,08146882363,Director de ventas y comercialización,+52(664)8352548,+52(664)6487275,+52(664)3220107,+52(664)1177176,Solter@,,2010-02-11,Female,lsaldana@yahoo.com,lsaldana@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Tres,29637,Verdadero,529,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Katherine,México
Español,Amaya,Hanna,GALAVIZ,1987-07-22,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC133702045,49370471416,Limpiador y asistente doméstico,+52(664)3286687,+52(664)6415582,+52(664)5415569,+52(664)3332746,Separad@ legalmente,,2023-07-08,Female,saizfidel@hotmail.com,saizfidel@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Cuatro,29637,Verdadero,530,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Hanna,México
Español,Gael,Jesus,FASCI,1959-08-27,PARÍS1650,22054,Tijuana,Baja California,MEX,BC521031470,36755879958,Optometrista,+52(664)5222561,+52(664)6416802,+52(664)4921548,+52(664)1850514,Casad@,,2020-01-23,Male,bertaserrato@yahoo.com,bertaserrato@yahoo.com,Indígena,Indígena,Indígena,Católica,Cuatro,29637,Verdadero,531,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Gael,México
Español,Patricio,Diego,AZCARATE,1945-03-10,PARÍS1650,22054,Tijuana,Baja California,MEX,BC356294599,37924482682,Focumentalista,+52(664)3581431,+52(664)2238164,+52(664)9441960,+52(664)2119636,Solter@,,2014-01-24,Male,del-riozacarias@gmail.com,del-riozacarias@gmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Tres,29637,Falso,532,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Patricio,México
Español,Valeria,Jimena,VISOSO,1999-04-10,PARÍS1650,22054,Tijuana,Baja California,MEX,BC465956520,72675796170,Organizador de conferencias y eventos,+52(664)2772042,+52(664)4529107,+52(664)2649396,+52(664)9353550,UniÃ³n libre,,2008-08-15,Female,bmartinez@gmail.com,bmartinez@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Tres,29637,Verdadero,533,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Valeria,México
